dataset,algo,embed,fold,acc
FNFC,CS-SVM (RBF),TF-IDF+Word2Vec+GloVe,2,0.8937677053824362
FNFC,CS-SVM (RBF),TF-IDF+GloVe+MPNet,2,0.910056657223796
FNFC,CS-SVM (RBF),TF-IDF+GloVe+SBERT,2,0.9135977337110481
FNFC,CS-DT,GloVe+SBERT+MPNet,2,0.7924929178470255
FNFC,CS-RF,GloVe+BERT+MPNet,2,0.8604815864022662
FNFC,CS-LR,BERT+SBERT+MPNet,2,0.8711048158640227
FNFC,CS-SVM (RBF),TF-IDF+Word2Vec+MPNet,2,0.9114730878186968
FNFC,CS-SVM (RBF),TF-IDF+BERT+SBERT,2,0.9036827195467422
FNFC,CS-SVM (RBF),Word2Vec+SBERT+MPNet,2,0.8987252124645893
FNFC,CS-SVM (Linear),BERT+SBERT+MPNet,2,0.8781869688385269
FNFC,CS-DT,BERT+SBERT+MPNet,2,0.796742209631728
FNFC,CS-SVM (RBF),GloVe+BERT+MPNet,2,0.9043909348441926
FNFC,CS-SVM (RBF),TF-IDF+BERT+MPNet,2,0.9029745042492918
FNFC,CS-RF,GloVe+SBERT+MPNet,2,0.8611898016997167
FNFC,CS-SVM (RBF),GloVe+SBERT+MPNet,2,0.9058073654390935
FNFC,CS-RF,BERT+SBERT+MPNet,2,0.8618980169971672
FNFC,CS-SVM (RBF),BERT+SBERT+MPNet,2,0.9029745042492918
FNFC,CS-SVM (RBF),TF-IDF+SBERT+MPNet,2,0.9114730878186968
FNFC,CS-SVM (Linear),TF-IDF+Word2Vec+GloVe,3,0.9036827195467422
FNFC,CS-RF,TF-IDF+Word2Vec+BERT,3,0.8647308781869688
FNFC,CS-DT,TF-IDF+Word2Vec+GloVe,3,0.8236543909348442
FNFC,CS-SVM (Linear),TF-IDF+Word2Vec+MPNet,3,0.9164305949008499
FNFC,CS-SVM (Linear),TF-IDF+Word2Vec+SBERT,3,0.9171388101983002
FNFC,CS-SVM (Linear),TF-IDF+Word2Vec+BERT,3,0.9065155807365439
FNFC,CS-RF,TF-IDF+Word2Vec+GloVe,3,0.8647308781869688
FNFC,CS-RF,TF-IDF+Word2Vec+SBERT,3,0.8647308781869688
FNFC,CS-DT,TF-IDF+Word2Vec+BERT,3,0.8335694050991501
FNFC,CS-DT,TF-IDF+Word2Vec+SBERT,3,0.8314447592067988
FNFC,CS-DT,TF-IDF+Word2Vec+MPNet,3,0.8498583569405099
FNFC,CS-RF,TF-IDF+Word2Vec+MPNet,3,0.8647308781869688
FNFC,CS-SVM (Linear),TF-IDF+GloVe+BERT,3,0.9072237960339944
FNFC,CS-RF,TF-IDF+GloVe+BERT,3,0.8647308781869688
FNFC,CS-SVM (Linear),TF-IDF+GloVe+SBERT,3,0.9114730878186968
FNFC,CS-LR,TF-IDF+Word2Vec+SBERT,3,0.9093484419263456
FNFC,CS-LR,TF-IDF+Word2Vec+BERT,3,0.8852691218130312
FNFC,CS-RF,TF-IDF+GloVe+SBERT,3,0.8647308781869688
FNFC,CS-DT,TF-IDF+GloVe+BERT,3,0.8420679886685553
FNFC,CS-SVM (Linear),TF-IDF+GloVe+MPNet,3,0.9164305949008499
FNFC,CS-DT,TF-IDF+GloVe+SBERT,3,0.8229461756373938
FNFC,CS-LR,TF-IDF+Word2Vec+MPNet,3,0.9079320113314447
FNFC,CS-LR,TF-IDF+Word2Vec+GloVe,3,0.8937677053824362
FNFC,CS-DT,TF-IDF+GloVe+MPNet,3,0.8576487252124646
FNFC,CS-SVM (Linear),TF-IDF+BERT+SBERT,3,0.910056657223796
FNFC,CS-RF,TF-IDF+GloVe+MPNet,3,0.8654390934844193
FNFC,CS-LR,TF-IDF+GloVe+SBERT,3,0.9079320113314447
FNFC,CS-LR,TF-IDF+GloVe+BERT,3,0.8951841359773371
FNFC,CS-RF,TF-IDF+BERT+SBERT,3,0.8661473087818697
FNFC,CS-DT,TF-IDF+BERT+MPNet,3,0.8250708215297451
FNFC,CS-SVM (Linear),TF-IDF+BERT+MPNet,3,0.9043909348441926
FNFC,CS-RF,TF-IDF+BERT+MPNet,3,0.8654390934844193
FNFC,CS-LR,TF-IDF+GloVe+MPNet,3,0.9072237960339944
FNFC,CS-DT,TF-IDF+BERT+SBERT,3,0.8342776203966006
FNFC,CS-SVM (Linear),TF-IDF+SBERT+MPNet,3,0.9213881019830028
FNFC,CS-LR,TF-IDF+BERT+SBERT,3,0.8859773371104815
FNFC,CS-SVM (Linear),Word2Vec+GloVe+BERT,3,0.8838526912181303
FNFC,CS-LR,TF-IDF+SBERT+MPNet,3,0.9072237960339944
FNFC,CS-LR,TF-IDF+BERT+MPNet,3,0.8888101983002833
FNFC,CS-RF,TF-IDF+SBERT+MPNet,3,0.8668555240793201
FNFC,CS-DT,TF-IDF+SBERT+MPNet,3,0.8243626062322946
FNFC,CS-DT,Word2Vec+GloVe+BERT,3,0.7818696883852692
FNFC,CS-LR,Word2Vec+GloVe+BERT,3,0.8774787535410765
